id,mode,format,prompt,choice_a,choice_b,choice_c,choice_d,correct,estimate_answer,estimate_unit,estimate_tolerance,category,tags,difficulty,weight,source,license,attribution,notes,active
opentdb-geography-338,fact,multi,Which city is the capital of Switzerland?,Frankfurt,Wien,Bern,Zürich,Bern,,,,geography,"opentdb, geography",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-339,fact,multi,What is the largest freshwater lake by volume?,Lake Baikal,Lake Huron,Lake Michigan,Lake Superior,Lake Baikal,,,,geography,"opentdb, geography",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-340,fact,multi,What is the capital of Denmark?,Odense,Copenhagen,Aalborg,Aarhus,Copenhagen,,,,geography,"opentdb, geography",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-341,fact,multi,Which is the only US state located entirely within the Appalachia region?,Alabama,West Virginia,Pennsylvania,Kentucky,West Virginia,,,,geography,"opentdb, geography",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-342,fact,multi,In what part of Wales will you find the village Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch?,Pembrokeshire,Anglesey,Wrexham,Bridgend,Anglesey,,,,geography,"opentdb, geography",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-343,fact,multi,The Principality of Sealand is an unrecognized micronation off the coast of what country?,The United Kingdom,Austrailia,Japan,Argentina,The United Kingdom,,,,geography,"opentdb, geography",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-344,fact,multi,Which of these is NOT a city in India?,Islamabad,Ahmedabad,Ghaziabad,Hyderabad,Islamabad,,,,geography,"opentdb, geography",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-345,fact,multi,Guyana is in which continent?,South America,Africa,Asia,North America,South America,,,,geography,"opentdb, geography",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-346,fact,multi,What is the official language of Bhutan?,Ladakhi,Dzongkha,Karen,Groma,Dzongkha,,,,geography,"opentdb, geography",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-347,fact,multi,Which of the following is a castle?,Elizabeth Castle,Olivia Castle,Richard Castle,Frank Castle,Elizabeth Castle,,,,geography,"opentdb, geography",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-348,fact,multi,"What is the capital of the State of Washington, United States?",Yukon,Olympia,Seattle,Washington D.C.,Olympia,,,,geography,"opentdb, geography",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-349,fact,multi,Which of these places is a location in Cornwall?,Alicante,Lisbon,Madrid,Barcelona,Barcelona,,,,geography,"opentdb, geography",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-350,fact,multi,"What is the most common climbing route for the second highest mountain in the world, K2?",Cesen Route,Polish Line,Magic Line,Abruzzi Spur,Abruzzi Spur,,,,geography,"opentdb, geography",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-351,fact,multi,What is the name of the capital of Turkey?,Istanbul,Bursa,Izmir,Ankara,Ankara,,,,geography,"opentdb, geography",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-352,fact,multi,What event led to Liechenstein adding a crown to its flag?,The 1936 Olympics,Charles VI's decree in 1719,Signing of the 1862 Constitution of Liechtenstein,Coronation of Prince Johann I Joseph in 1805,The 1936 Olympics,,,,geography,"opentdb, geography",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-353,fact,multi,Which of the following cities is the capital of Latvia?,Vilnius,Riga,Minsk,Tallinn,Riga,,,,geography,"opentdb, geography",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-354,fact,multi,Which nation claims ownership of Antarctica?,United States of America,United Nations,Australia,"No one, but there are claims.","No one, but there are claims.",,,,geography,"opentdb, geography",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-355,fact,multi,What city is the Terracotta Army located in?,Hong Kong,Beijing,Xi'an,Shanghai,Xi'an,,,,geography,"opentdb, geography",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-356,fact,multi,Which of these countries is NOT the only country to start with that letter of the alphabet?,Yemen,Oman,Qatar,Zambia,Zambia,,,,geography,"opentdb, geography",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-357,fact,multi,What African country has Portuguese as its official language?,Togo,Gabon,Mozambique,Botswana,Mozambique,,,,geography,"opentdb, geography",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-358,fact,multi,"What national museum will you find in Cooperstown, New York?",National Toy Hall of Fame,Museum of Modern Art,National Baseball Hall of Fame,Metropolitan Museum of Art,National Baseball Hall of Fame,,,,geography,"opentdb, geography",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-359,fact,multi,What is the capital of Scotland?,Edinburgh,Dundee,Glasgow,London,Edinburgh,,,,geography,"opentdb, geography",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-geography-360,fact,multi,Which area of Eastern Europe is famous for its association with vampires?,Transylvania,Silesia,Slovakia,Macedonia,Transylvania,,,,geography,"opentdb, geography",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Geography,true
opentdb-history-361,fact,multi,"On which aircraft carrier did the Doolitte Raid launch from on April 18, 1942 during World War II?",USS Lexington,USS Hornet,USS Saratoga,USS Enterprise,USS Hornet,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-362,fact,multi,What was the name of the chemical that was dropped on Vietnam during the Vietnam war?,Agent Orange,Hydrogen Cyanide,Mustard Gas,Phosgene,Agent Orange,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-363,fact,multi,What nationality was sultan Saladin?,Egyptian,Syrian,Kurdish,Arab,Kurdish,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-364,fact,multi,What year did the Titanic sink?,1917,1930,1941,1912,1912,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-365,fact,multi,Which of these countries was NOT a part of the Soviet Union?,Afghanistan,Uzbekistan,Kazakhstan,Turkmenistan,Afghanistan,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-366,fact,multi,Who was the leader of the Communist Party of Yugoslavia ?,Milos Obilic,Karadjordje Petrovic,Aleskandar Petrovic,Josip Broz Tito,Josip Broz Tito,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-367,fact,multi,How many manned moon landings have there been?,7,3,6,1,6,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-368,fact,multi,Which of these theoretical phycisists first predicted the existence of antimatter?,Werner Heisenberg,Niels Bohr,Albert Einstein,Paul Dirac,Paul Dirac,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-369,fact,multi,"The RMS Titanic sunk during her maiden voyage from Southampton, England to which American city?",Philadelphia,Washington,Boston,New York City,New York City,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-370,fact,multi,"In addition to his career as an astrologer and ""prophet"", Nostradamus published a 1555 treatise that included a section on what?",Teaching parrots to talk,Cheating at card games,Making jams and jellies,Digging graves,Making jams and jellies,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-371,fact,multi,"What number does the Roman numeral ""D"" stand for?",100,50,1000,500,500,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-372,fact,multi,"During the Spanish Civil War (1936), Francisco Franco fought for which political faction?",Nationalist Spain,Republican Spain,Papal State,Popular Front,Nationalist Spain,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-373,fact,multi,In what dialogue did Socrates defend himself to the court of Athens?,The Laws,The Republic,The Euthyphro,The Apology,The Apology,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-374,fact,multi,The seed drill was invented by which British inventor?,Charles Babbage,Isaac Newton,Jethro Tull,J.J Thomson,Jethro Tull,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-375,fact,multi,What did the first vending machines in the early 1880's dispense?,Post cards,Cigarettes,Sodas,Alcohol,Post cards,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-376,fact,multi,In what year was the famous 45 foot tall Hollywood sign first erected?,1913,1933,1903,1923,1923,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-377,fact,multi,"Which famous world leader is famed for the saying, ""Let them eat cake"", yet is rumored that he/she never said it at all?",Henry VIII,Czar Nicholas II,Marie Antoinette,Elizabeth I,Marie Antoinette,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-378,fact,multi,"In 1720, England was in massive debt and became involved in the South Sea Bubble. Who was the main mastermind behind it?",Robert Harley,John Blunt,Daniel Defoe,John Churchill,John Blunt,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-379,fact,multi,Which U.S. President was famously 'attacked' by a swimming rabbit?,Jimmy Carter,Lydon B. Johnson,Gerald Ford,Ronald Reagan,Jimmy Carter,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-380,fact,multi,What does the United States of America celebrate during the 4th of July?,The crossing of the Delaware River,The signing of the Declaration of Independence,The anniversary of the Battle of Gettysburg,The ratification of the Constitution,The signing of the Declaration of Independence,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-381,fact,multi,Which of the following Physicists aided Nazi Germany in their production of a nuclear weapon?,John von Neumann,Werner Heisenberg,Albert Einstein,Max Planck,Werner Heisenberg,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-382,fact,multi,Which Australian Prime Minister disappeared in 1967 and was never found?,Scott Morrison,Edmund Barton,Paul Keating,Harold Holt,Harold Holt,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-383,fact,multi,Who was the Confederate general in the American Civil War?,George A. Custer,Ulysses S. Grant,Robert E. Lee,George B. McClellan,Robert E. Lee,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-384,fact,multi,What was William Frederick Cody better known as?,Billy the Kid,Buffalo Bill,Wild Bill Hickok,Pawnee Bill,Buffalo Bill,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-385,fact,multi,"Which country attacked the USS Liberty on June 8, 1967?",Syria,Israel,Iran,Saudi Arabia,Israel,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-386,fact,multi,Adolf Hitler was born on which date?,"April 16, 1889","February 6, 1889","April 20, 1889","June 12, 1889","April 20, 1889",,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-387,fact,multi,Which Irish village in County Mayo built a tourism industry on the back of an alleged appearance by the Virgin Mary in 1879?,Knock,Ballycastle,Turlough,Swinford,Knock,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-388,fact,multi,Who was the first man to travel into outer space?,Yuri Gagarin,Buzz Aldrin,"Virgil Ivan ""Gus"" Grissom",Neil Armstrong,Yuri Gagarin,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-389,fact,multi,The minigun was designed in 1960 by which manufacturer.,General Electric,Heckler & Koch,Sig Sauer,Colt Firearms,General Electric,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-390,fact,multi,When did the Byzantine Empire collapse?,1453,1353,1498,1299,1453,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-391,fact,multi,What event marked the start of World War II?,Invasion of Russia (1942),Invasion of Normandy (1944),Battle of Britain (1940),Invasion of Poland (1939),Invasion of Poland (1939),,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-392,fact,multi,What was the capital of South Vietnam before the Vietnam War?,Hanoi,Ho Chi Minh City,Hue,Saigon,Saigon,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-393,fact,multi,Who assassinated Archduke Franz Ferdinand?,Oskar Potiorek,Nedeljko Čabrinović,Gavrilo Princip,Ferdinand Cohen-Blind,Gavrilo Princip,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-394,fact,multi,In which war did the atomic bombings of Hiroshima and Nagasaki occur?,Russo-Japanese War,First Sino-Japanese War,World War I,World War II,World War II,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-395,fact,multi,What is the historical name of Sri Lanka?,Ceylon,Badulla,Myanmar,Colombo,Ceylon,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-396,fact,multi,Which Las Vegas casino was originally constructed and operated by mobster Bugsy Siegel?,The Sands,The Sahara,The Flamingo,The MGM Grand,The Flamingo,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-397,fact,multi,Which of the following Assyrian kings did NOT rule during the Neo-Assyrian Empire?,Ashur-nasir-pal II,Shalmaneser V,Esharhaddon,Shamshi-Adad III,Shamshi-Adad III,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-398,fact,multi,"What was the code name for the Allied invasion of Southern France on August 15th, 1944?",Operation Torch,Operation Dragoon,Operation Market Garden,Operation Overlord,Operation Dragoon,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-399,fact,multi,Which countries participated in the Lobster War?,Canada and Norway,United States and England,France and Brazil,Australia and New Zealand,France and Brazil,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-400,fact,multi,On what street did the 1666 Great Fire of London start?,Pudding Lane,St Paul's Cathedral,Baker Street,Houses of Parliament,Pudding Lane,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-401,fact,multi,Who was a military strategist in the Eastern Zhou period?,Lu Bu,Vlad The Impaler,Sun Tzu,Genghis Khan,Sun Tzu,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-402,fact,multi,Which of the following battles is often considered as marking the beginning of the fall of the Western Roman Empire?,Battle of Thessalonica,Battle of Constantinople,Battle of Pollentia,Battle of Adrianople,Battle of Adrianople,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-403,fact,multi,The ancient city of Chichén Itzá was built by which civilization?,Toltecs,Incas,Aztecs,Mayans,Mayans,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-404,fact,multi,"In World War I, what was the name of the alliance of Germany, Austria-Hungary, the Ottoman Empire, and Bulgaria?",The Central Powers,The Federation of Empires,Authoritarian Alliance,The Axis Powers,The Central Powers,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-405,fact,multi,"What was the transfer of disease, crops, and people across the Atlantic shortly after the discovery of the Americas called?",Triangle Trade,Transatlantic Slave Trade,The Columbian Exchange,The Silk Road,The Columbian Exchange,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-406,fact,multi,Who assassinated President James A. Garfield?,Charles Guiteau,Leon Czolgosz,John Wilkes Booth,Sirhan Sirhan,Charles Guiteau,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-407,fact,multi,Who discovered Penicillin?,Alfred Nobel,Alexander Flemming,Louis Pasteur,Marie Curie,Alexander Flemming,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-408,fact,multi,Which of his six wives was Henry VIII married to the longest?,Catherine of Aragon,Anne Boleyn,Catherine Parr,Jane Seymour,Catherine of Aragon,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-409,fact,multi,"In relation to the British Occupation in Ireland, what does the IRA stand for.",Irish Rebel Alliance,Irish Republican Army,Irish Reformation Army,Irish-Royal Alliance,Irish Republican Army,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-410,fact,multi,"What is the name of the ship which was only a few miles away from the RMS Titanic when it struck an iceberg on April 14, 1912?",Commerce,Californian,Cristol,Carpathia,Californian,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-411,fact,multi,Who tutored Alexander the Great?,Plato,King Philip,Aristotle,Socrates,Aristotle,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-412,fact,multi,Who was the first mammal successfully launched into Earth's orbit?,"Belka, the dog","Ham, the chimpanzee","Baker, the monkey","Laika, the dog","Laika, the dog",,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-413,fact,multi,"After the 1516 Battle of Marj Dabiq, the Ottoman Empire took control of Jerusalem from which sultanate?",Mamluk,Ayyubid,Seljuq,Ummayyad,Mamluk,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-414,fact,multi,"When did L. L. Zamenhof first publish ""Unua Libro"", the first publication describing his international language Esperanto?",1897,1905,1915,1887,1887,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-415,fact,multi,"What did the abbreviation ""RMS"" stand for in the RMS Titanic in 1912?",Royal Majesty Service,Royal Mail Ship,Regulated Maelstrom Sensor,Regular Maritime Schedule,Royal Mail Ship,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-416,fact,multi,The gunpowder plot was a well-known failed assassination attempt against which of England's then reigning monarchs?,Charles II,Elizabeth I,Charles I,James I,James I,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-417,fact,multi,"As poverty and racial tensions pushed African-Americans out of the southern US, many of them moved north in an event known as what?",The Resettlement,The Great Awakening,The Harlem Renaissance,The Great Migration,The Great Migration,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-418,fact,multi,Which of the following was Brazil was a former colony under?,Portugal,The Netherlands,Spain,France,Portugal,,,,history,"opentdb, history",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-419,fact,multi,How many years did the Hundred Years' War last?,90,100,116,101,116,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-420,fact,multi,Hong Kong was a part of which country's territory before Britain regained it in 1945?,China,French Indonesia,Phillipines,Japan,Japan,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-421,fact,multi,Which naval battle was considered the turning point of the Pacific Ocean Theater during World War 2?,Attack on Truk Island,Attack on Pearl Harbor,Battle of the Coral Sea,Battle of Midway,Battle of Midway,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-422,fact,multi,In what year was the video game company Electronic Arts founded?,1999,1982,2005,1981,1982,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-423,fact,multi,Which of the following countries was the first to send an object into space?,Germany,Russia,USA,China,Germany,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-424,fact,multi,Who was the main developer of the Suez Canal?,John Milton,Johann Lukas von Hildebrandt,Ferdinand de Lesseps,Louis-Eugène Cavaignac,Ferdinand de Lesseps,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-425,fact,multi,Which of the following physicists did NOT work on the Manhattan project?,Richard Feynman,J. Robert Oppenheimer,John Von-Neumann,Murray Gell-Mann,Murray Gell-Mann,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-426,fact,multi,Who was the only US President to be elected four times?,George Washington,Theodore Roosevelt,Franklin Roosevelt,Abraham Lincoln,Franklin Roosevelt,,,,history,"opentdb, history",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-427,fact,multi,The term Luddite originally applied to disgruntled workers in which industry?,Mining,Textile,Farming,Ceramics,Textile,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
opentdb-history-428,fact,multi,When did the French Revolution begin?,1789,1799,1823,1756,1789,,,,history,"opentdb, history",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: History,true
